Year,Month,SCA,CCA
2000,1,0,
2000,2,0.20,78.13
2000,3,1.28,71.59
2000,4,8.02,70.40
2000,5,14.91,63.58
2000,6,49.07,68.22
2000,7,47.64,69.73
2000,8,13.78,69.26
2000,9,9.94,68.95
2000,10,3.79,67.07
2000,11,1.47,70.42
2000,12,0.34,74.00
2001,1,0.43,72.36
2001,2,0.77,72.00
2001,3,3.94,63.25
2001,4,6.38,60.51
2001,5,15.34,60.80
2001,6,36.21,72.96
2001,7,48.66,69.06
2001,8,25.45,68.84
2001,9,10.06,63.97
2001,10,4.36,63.50
2001,11,1.00,72.36
2001,12,0.32,63.88
2002,1,0.46,66.51
2002,2,0.91,57.78
2002,3,2.17,65.58
2002,4,6.80,67.76
2002,5,40.04,65.87
2002,6,55.44,69.69
2002,7,42.84,43.62
2002,8,30.54,63.05
2002,9,17.59,60.77
2002,10,9.91,56.19
2002,11,2.57,57.81
2002,12,1.60,59.81
2003,1,2.29,60.10
2003,2,1.65,55.01
2003,3,4.01,47.21
2003,4,7.05,40.63
2003,5,25.12,52.22
2003,6,53.33,46.76
2003,7,40.87,55.65
2003,8,27.92,48.55
2003,9,15.73,48.16
2003,10,9.21,51.38
2003,11,3.98,55.67
2003,12,2.67,66.56
2004,1,2.25,57.78
2004,2,0.82,51.32
2004,3,3.85,42.59
2004,4,11.93,54.87
2004,5,24.28,39.51
2004,6,38.01,55.72
2004,7,52.65,47.42
2004,8,32.15,59.56
2004,9,15.77,53.51
2004,10,6.40,52.93
2004,11,2.22,48.75
2004,12,1.69,55.49
2005,1,1.78,53.78
2005,2,1.16,36.82
2005,3,4.52,57.79
2005,4,13.83,57.24
2005,5,38.94,51.63
2005,6,63.50,58.49
2005,7,50.75,51.36
2005,8,33.96,57.69
2005,9,13.83,53.13
2005,10,6.69,47.23
2005,11,1.92,43.00
2005,12,1.65,58.37
2006,1,1.29,53.12
2006,2,2.01,44.61
2006,3,6.29,53.65
2006,4,16.41,51.66
2006,5,25.91,46.20
2006,6,45.04,40.52
2006,7,47.68,48.04
2006,8,30.22,51.42
2006,9,14.21,61.20
2006,10,6.77,55.97
2006,11,3.40,53.70
2006,12,2.03,58.79
2007,1,1.55,58.13
2007,2,2.76,57.92
2007,3,3.98,52.85
2007,4,20.23,56.01
2007,5,37.60,48.61
2007,6,44.34,55.49
2007,7,55.62,52.07
2007,8,33.37,54.09
2007,9,15.92,49.03
2007,10,8.93,59.36
2007,11,4.49,56.12
2007,12,2.04,62.33
2008,1,1.21,48.66
2008,2,1.49,52.54
2008,3,3.84,55.91
2008,4,21.33,58.87
2008,5,38.91,45.53
2008,6,48.96,43.21
2008,7,56.43,53.83
2008,8,52.97,56.43
2008,9,19.40,53.51
2008,10,7.12,58.61
2008,11,2.70,53.71
2008,12,1.38,53.62
2009,1,1.95,56.13
2009,2,2.11,51.36
2009,3,5.65,49.17
2009,4,11.57,60.21
2009,5,42.55,57.21
2009,6,46.49,51.61
2009,7,52.24,45.49
2009,8,32.48,55.69
2009,9,17.76,60.53
2009,10,8.84,57.96
2009,11,5.48,63.19
2009,12,3.70,49.92
2010,1,2.81,59.13
2010,2,2.39,49.34
2010,3,4.21,51.17
2010,4,12.08,50.97
2010,5,29.62,44.98
2010,6,45.97,48.42
2010,7,54.89,42.65
2010,8,37.50,55.27
2010,9,16.88,59.24
2010,10,9.45,56.49
2010,11,3.35,53.04
2010,12,4.20,61.62
2011,1,1.65,50.39
2011,2,1.72,43.94
2011,3,5.78,52.95
2011,4,21.91,53.11
2011,5,38.93,51.98
2011,6,48.60,45.32
2011,7,57.51,57.49
2011,8,44.48,44.89
2011,9,17.74,60.13
2011,10,7.84,58.68
2011,11,3.78,59.81
2011,12,1.31,51.52
2012,1,1.71,56.55
2012,2,2.39,43.49
2012,3,4.67,54.09
2012,4,19.29,46.08
2012,5,40.53,50.82
2012,6,57.28,56.09
2012,7,53.98,59.46
2012,8,36.06,56.18
2012,9,14.48,54.79
2012,10,10.68,56.83
2012,11,4.64,58.39
2012,12,1.32,59.81
2013,1,1.55,56.97
2013,2,2.00,48.68
2013,3,2.84,41.14
2013,4,9.14,48.03
2013,5,32.88,51.34
2013,6,50.11,51.99
2013,7,46.46,45.75
2013,8,29.33,59.80
2013,9,18.67,54.61
2013,10,7.04,59.98
2013,11,4.99,57.93
2013,12,1.56,62.87
2014,1,2.20,60.13
2014,2,2.03,58.82
2014,3,6.67,55.70
2014,4,11.93,41.37
2014,5,37.10,46.22
2014,6,46.85,44.89
2014,7,48.81,53.79
2014,8,46.45,61.38
2014,9,13.25,55.73
2014,10,6.79,54.91
2014,11,4.13,62.49
2014,12,1.33,56.91
2015,1,1.26,43.01
2015,2,1.69,54.22
2015,3,4.25,56.94
2015,4,8.82,45.16
2015,5,33.34,52.17
2015,6,51.09,57.32
2015,7,57.41,58.54
2015,8,49.55,54.02
2015,9,15.43,57.89
2015,10,7.87,51.47
2015,11,4.85,59.88
2015,12,2.70,53.99
2016,1,1.26,42.13
2016,2,1.64,53.22
2016,3,4.59,53.59
2016,4,13.92,44.82
2016,5,16.89,21.78
2016,6,29.89,44.23
2016,7,34.11,34.73
2016,8,28.37,42.79
2016,9,9.23,42.87
2016,10,3.24,46.87
2016,11,1.26,49.82
2016,12,1.29,51.72
2017,1,1.83,59.98
2017,2,1.68,55.57
2017,3,2.52,42.22
2017,4,8.19,45.69
2017,5,25.99,46.28
2017,6,52.84,44.90
2017,7,42.67,51.61
2017,8,29.76,58.23
2017,9,16.87,59.25
2017,10,6.79,53.84
2017,11,2.33,48.23
2017,12,1.84,56.36
2018,1,1.92,58.55
2018,2,2.05,54.31
2018,3,6.51,49.94
2018,4,17.53,60.03
2018,5,34.17,48.55
2018,6,51.27,42.69
2018,7,52.89,46.60
2018,8,35.62,57.58
2018,9,19.39,54.83
2018,10,6.84,42.79
2018,11,2.86,52.39
2018,12,1.67,54.61
2019,1,2.35,55.38
2019,2,1.48,54.39
2019,3,3.89,53.36
2019,4,12.53,50.41
2019,5,30.95,43.26
2019,6,46.82,52.85
2019,7,42.68,54.76
2019,8,31.97,49.92
2019,9,18.21,50.01
2019,10,7.95,52.44
2019,11,3.14,53.33
2019,12,1.62,53.94
2020,1,1.91,61.64
2020,2,1.35,46.86
2020,3,3.45,56.55
2020,4,9.29,38.66
2020,5,20.05,50.79
2020,6,61.22,38.22
2020,7,64.02,38.95
2020,8,44.28,59.80
2020,9,15.69,56.90
2020,10,6.91,60.73
2020,11,2.12,58.56
2020,12,1.65,56.03
2021,1,2.00,55.71
2021,2,1.18,46.16
2021,3,2.86,36.20
2021,4,6.80,44.32
2021,5,23.53,50.31
2021,6,45.32,50.65
2021,7,51.30,54.24
2021,8,24.39,51.89
2021,9,13.82,52.96
2021,10,5.85,50.19
2021,11,2.46,48.68
2021,12,1.46,49.25
2022,1,1.13,44.61
2022,2,1.57,47.36
2022,3,4.35,61.86
2022,4,16.50,56.40
2022,5,29.59,46.34
2022,6,42.97,40.35
2022,7,59.37,51.75
2022,8,32.08,56.23
2022,9,17.53,49.67
2022,10,8.43,58.81
2022,11,2.53,46.77
2022,12,1.88,46.32
2023,1,1.12,45.86
2023,2,3.92,55.69
2023,3,11.20,54.91
2023,4,20.22,51.78
2023,5,35.11,51.13
2023,6,42.19,49.70
2023,7,60.85,44.36
2023,8,35.68,58.39
2023,9,22.82,55.48
2023,10,8.85,56.47
2023,11,5.96,54.72
2023,12,2.50,48.07
2024,1,0.51,71.80
2024,2,1.05,67.75
2024,3,5.66,63.65
2024,4,21.95,63.30
2024,5,40.65,59.07
2024,6,61.78,65.11
2024,7,50.73,71.25
