Year,Month,SCA,CCA
2000,1,0,
2000,2,0.25,85.75
2000,3,0.64,72.23
2000,4,4.85,66.45
2000,5,10.10,60.22
2000,6,40.51,69.19
2000,7,38.65,65.84
2000,8,11.59,58.55
2000,9,7.39,63.15
2000,10,3.43,58.58
2000,11,0.94,68.68
2000,12,0.20,73.68
2001,1,0.34,71.66
2001,2,0.19,63.79
2001,3,1.41,50.28
2001,4,3.06,51.34
2001,5,11.57,62.79
2001,6,32.63,69.80
2001,7,37.58,78.67
2001,8,21.88,57.23
2001,9,9.05,52.61
2001,10,2.24,58.98
2001,11,0.44,70.91
2001,12,0.09,58.73
2002,1,0.05,64.71
2002,2,0.09,52.54
2002,3,0.33,59.14
2002,4,4.32,68.61
2002,5,30.04,53.94
2002,6,49.73,79.60
2002,7,36.66,42.45
2002,8,26.50,73.49
2002,9,15.24,64.88
2002,10,7.02,42.46
2002,11,1.37,46.30
2002,12,0.64,53.64
2003,1,0.76,49.26
2003,2,0.36,42.83
2003,3,0.90,37.45
2003,4,2.30,28.76
2003,5,14.90,46.66
2003,6,41.81,44.78
2003,7,32.16,48.60
2003,8,20.17,33.27
2003,9,10.96,43.84
2003,10,6.56,39.38
2003,11,2.31,43.72
2003,12,1.00,63.45
2004,1,0.47,51.14
2004,2,0.03,46.93
2004,3,0.92,29.25
2004,4,5.98,39.57
2004,5,15.53,36.60
2004,6,27.17,45.25
2004,7,45.19,59.14
2004,8,28.09,51.86
2004,9,14.61,42.24
2004,10,3.76,42.26
2004,11,1.04,41.29
2004,12,0.52,46.66
2005,1,0.35,46.73
2005,2,0.11,23.75
2005,3,2.11,52.86
2005,4,7.38,52.70
2005,5,25.74,42.72
2005,6,48.79,61.05
2005,7,36.20,49.91
2005,8,27.40,52.61
2005,9,8.89,40.20
2005,10,2.68,37.55
2005,11,0.59,34.28
2005,12,0.71,52.46
2006,1,0.28,47.61
2006,2,0.37,37.44
2006,3,1.99,46.13
2006,4,9.77,39.05
2006,5,15.88,38.56
2006,6,40.20,40.46
2006,7,37.67,47.48
2006,8,24.85,39.20
2006,9,12.08,54.15
2006,10,6.06,43.75
2006,11,1.92,40.58
2006,12,1.05,54.66
2007,1,0.39,47.55
2007,2,0.63,45.05
2007,3,1.31,43.42
2007,4,10.39,47.49
2007,5,30.36,39.23
2007,6,38.46,45.98
2007,7,49.31,37.31
2007,8,33.90,43.49
2007,9,11.23,49.61
2007,10,5.66,52.80
2007,11,1.70,41.49
2007,12,0.80,59.21
2008,1,0.21,37.20
2008,2,0.34,43.16
2008,3,1.66,48.28
2008,4,13.00,44.73
2008,5,25.01,29.97
2008,6,35.75,32.47
2008,7,50.64,51.97
2008,8,64.33,46.09
2008,9,17.07,45.71
2008,10,4.29,47.31
2008,11,2.06,40.06
2008,12,0.40,42.47
2009,1,0.64,43.68
2009,2,0.49,34.99
2009,3,1.72,33.16
2009,4,6.82,49.19
2009,5,32.12,48.25
2009,6,37.99,48.04
2009,7,39.52,40.60
2009,8,26.57,54.76
2009,9,14.95,54.81
2009,10,7.51,44.75
2009,11,3.28,58.19
2009,12,1.21,34.66
2010,1,0.93,46.88
2010,2,0.80,40.08
2010,3,1.59,45.01
2010,4,5.52,41.62
2010,5,17.64,33.92
2010,6,39.78,52.52
2010,7,49.15,41.43
2010,8,36.09,49.56
2010,9,14.92,54.68
2010,10,5.70,47.82
2010,11,1.08,37.98
2010,12,1.32,48.09
2011,1,0.32,42.34
2011,2,0.36,36.80
2011,3,1.74,35.99
2011,4,15.66,39.33
2011,5,25.05,38.60
2011,6,33.58,35.27
2011,7,60.74,56.28
2011,8,49.46,38.34
2011,9,16.45,57.64
2011,10,7.45,50.96
2011,11,2.11,51.55
2011,12,0.37,36.91
2012,1,0.52,50.50
2012,2,0.73,34.14
2012,3,1.55,44.85
2012,4,11.03,30.34
2012,5,22.63,43.90
2012,6,48.62,46.57
2012,7,52.40,51.47
2012,8,26.85,42.55
2012,9,11.95,46.28
2012,10,5.90,44.14
2012,11,1.69,54.26
2012,12,0.42,60.58
2013,1,0.28,47.72
2013,2,0.43,39.19
2013,3,0.90,30.45
2013,4,3.00,28.76
2013,5,21.24,41.22
2013,6,40.58,41.50
2013,7,34.50,36.41
2013,8,25.29,49.92
2013,9,15.42,40.42
2013,10,5.32,44.44
2013,11,2.96,46.31
2013,12,0.77,54.68
2014,1,0.82,50.40
2014,2,0.42,51.41
2014,3,2.81,46.94
2014,4,5.25,33.45
2014,5,19.97,34.18
2014,6,37.05,34.48
2014,7,44.05,41.56
2014,8,44.53,59.84
2014,9,8.89,57.63
2014,10,4.30,48.81
2014,11,2.44,50.27
2014,12,0.41,44.60
2015,1,0.30,37.47
2015,2,0.77,48.50
2015,3,1.22,41.47
