Year,Month,SCA,CCA
2014,2,2.07,43.84
2014,3,5.78,50.54
2014,4,12.45,39.85
2014,5,30.19,28.14
2014,6,47.15,30.57
2014,7,41.25,37.51
2014,8,38.30,43.54
2014,9,18.23,48.14
2014,10,9.20,51.24
2014,11,3.88,48.26
2014,12,1.29,43.48
2015,1,1.46,44.08
2015,2,1.71,47.66
2015,3,2.87,32.77
2015,4,14.49,36.64
2015,5,36.80,41.58
2015,6,50.26,43.30
2015,7,45.39,49.00
2015,8,41.13,49.62
2015,9,24.34,53.42
2015,10,9.91,48.12
2015,11,5.86,45.82
2015,12,2.84,47.16
2016,1,2.03,45.06
2016,2,2.09,39.77
2016,3,4.02,40.51
2016,4,23.37,48.98
2016,5,27.41,22.29
2016,6,29.51,37.46
2016,7,45.92,35.69
2016,8,36.00,45.21
2016,9,17.38,42.46
2016,10,5.39,29.82
2016,11,1.77,44.05
2016,12,1.21,44.09
2017,1,1.85,48.64
2017,2,1.53,30.52
2017,3,2.02,30.19
2017,4,12.83,32.81
2017,5,26.60,32.74
2017,6,47.58,43.00
2017,7,43.33,41.20
2017,8,39.55,45.00
2017,9,23.55,44.61
2017,10,10.09,47.80
2017,11,2.57,40.16
2017,12,2.74,42.16
2018,1,2.15,44.02
2018,2,1.54,38.18
2018,3,4.17,29.81
2018,4,16.67,40.17
2018,5,32.62,32.48
2018,6,39.02,35.68
2018,7,51.45,41.11
2018,8,36.77,43.25
2018,9,24.44,48.65
2018,10,12.28,44.77
2018,11,3.69,42.62
2018,12,1.82,44.20
2019,1,2.13,45.33
2019,2,1.86,43.79
2019,3,3.13,46.27
2019,4,16.17,40.15
2019,5,32.53,30.72
2019,6,41.35,40.59
2019,7,48.43,37.72
2019,8,36.24,48.01
2019,9,16.28,53.15
2019,10,10.30,48.35
2019,11,4.51,46.60
2019,12,1.79,40.18
2020,1,0.96,48.20
2020,2,0.91,35.55
2020,3,3.22,36.19
2020,4,10.46,29.60
2020,5,20.44,35.02
2020,6,48.46,37.84
2020,7,52.95,39.28
2020,8,36.65,52.90
2020,9,21.78,51.20
2020,10,8.99,47.47
2020,11,2.62,40.34
2020,12,1.54,44.96
2021,1,0.97,41.25
2021,2,0.70,37.75
2021,3,2.91,34.61
2021,4,8.08,35.69
2021,5,19.79,40.33
2021,6,42.85,45.89
2021,7,40.55,45.68
2021,8,38.27,47.26
2021,9,20.85,46.74
2021,10,7.21,38.08
2021,11,2.04,41.52
2021,12,1.21,35.54
2022,1,0.96,42.78
2022,2,1.51,33.83
2022,3,4.93,33.49
2022,4,13.64,45.48
2022,5,25.95,38.37
2022,6,44.57,40.19
2022,7,49.53,43.84
2022,8,39.10,42.89
2022,9,20.97,44.52
2022,10,10.66,51.16
2022,11,2.08,33.37
2022,12,1.56,44.82
2023,1,0.96,37.85
2023,2,2.43,39.69
2023,3,8.22,40.74
2023,4,17.05,35.46
2023,5,29.02,35.27
2023,6,39.96,35.04
2023,7,46.56,39.61
2023,8,41.55,50.66
2023,9,28.82,48.94
2023,10,9.75,46.48
2023,11,6.10,45.71
2023,12,2.74,43.71
2024,1,1.53,39.42
2024,2,1.13,36.82
2024,3,7.53,35.19
2024,4,19.95,38.61
2024,5,43.12,38.86
2024,6,46.39,44.21
2024,7,48.77,42.49
2024,8,38.91,46.71
2024,9,23.83,47.48
2024,10,9.01,47.77
2024,11,4.09,39.81
2024,12,1.93,43.35
2025,1,1.94,34.00
2025,2,3.80,43.46
2025,3,5.82,34.16
2025,4,15.19,30.94
2025,5,34.96,28.82
