Year,Month,SCA,CCA
2000,1,0,
2000,2,0.26,61.86
2000,3,2.87,57.55
2000,4,7.20,54.78
2000,5,20.15,51.76
2000,6,36.21,52.24
2000,7,41.10,58.70
2000,8,11.43,61.05
2000,9,13.06,61.08
2000,10,6.40,58.57
2000,11,2.18,58.23
2000,12,0.50,60.64
2001,1,1.13,53.59
2001,2,1.84,49.62
2001,3,3.68,48.87
2001,4,7.70,55.91
2001,5,17.10,37.29
2001,6,42.15,50.97
2001,7,38.64,59.35
2001,8,30.39,57.46
2001,9,12.66,56.62
2001,10,6.10,54.93
2001,11,2.10,53.60
2001,12,0.42,49.03
2002,1,0.69,55.38
2002,2,1.07,48.61
2002,3,3.19,53.75
2002,4,8.84,51.64
2002,5,38.96,56.68
2002,6,36.56,60.51
2002,7,47.79,44.92
2002,8,37.48,47.91
2002,9,25.26,43.64
2002,10,12.43,48.85
2002,11,5.87,46.55
2002,12,1.87,42.68
2003,1,1.91,45.87
2003,2,1.80,36.00
2003,3,3.44,36.44
2003,4,8.04,35.14
2003,5,25.28,30.88
2003,6,50.30,47.04
2003,7,45.78,45.02
2003,8,38.86,39.54
2003,9,23.48,43.96
2003,10,11.66,42.93
2003,11,5.81,47.45
2003,12,2.34,52.54
2004,1,2.31,42.87
2004,2,0.80,40.89
2004,3,3.09,25.69
2004,4,8.58,37.02
2004,5,33.05,30.39
2004,6,36.65,31.57
2004,7,47.69,42.84
2004,8,35.43,49.29
2004,9,18.52,51.76
2004,10,10.31,44.01
2004,11,2.82,37.76
2004,12,1.53,43.32
2005,1,1.32,42.14
2005,2,0.95,28.18
2005,3,4.22,33.90
2005,4,16.05,44.31
2005,5,34.92,35.83
2005,6,45.75,42.87
2005,7,51.50,40.62
2005,8,38.90,46.84
2005,9,19.53,44.90
2005,10,8.82,34.26
2005,11,2.18,40.25
2005,12,1.27,46.82
2006,1,1.14,38.97
2006,2,1.57,29.86
2006,3,3.71,40.84
2006,4,14.07,38.37
2006,5,22.16,35.05
2006,6,46.46,35.93
2006,7,48.56,37.43
2006,8,35.01,50.24
2006,9,23.16,49.57
2006,10,9.97,37.14
2006,11,4.98,43.85
2006,12,3.10,37.60
2007,1,1.28,42.66
2007,2,1.85,52.59
2007,3,4.71,41.55
2007,4,17.59,41.02
2007,5,44.88,41.82
2007,6,44.73,44.22
2007,7,46.47,45.91
2007,8,40.27,46.73
2007,9,21.90,42.34
2007,10,9.25,48.38
2007,11,4.82,50.01
2007,12,2.72,49.69
2008,1,1.71,36.09
2008,2,1.71,30.21
2008,3,3.56,40.33
2008,4,14.47,45.64
2008,5,38.25,32.91
2008,6,44.63,29.74
2008,7,49.02,40.85
2008,8,42.29,50.12
2008,9,25.46,43.89
2008,10,8.79,44.57
2008,11,4.06,42.33
2008,12,2.07,48.17
2009,1,1.75,43.21
2009,2,1.81,38.95
2009,3,4.02,35.96
2009,4,13.31,48.85
2009,5,44.00,39.35
2009,6,44.07,43.53
2009,7,46.54,47.46
2009,8,37.80,47.16
2009,9,21.16,52.95
2009,10,12.29,47.66
2009,11,7.60,52.60
2009,12,3.94,43.02
2010,1,2.72,44.01
2010,2,2.60,43.59
2010,3,4.60,42.31
2010,4,12.48,36.98
2010,5,30.90,36.00
2010,6,40.32,43.14
2010,7,50.24,38.47
2010,8,32.36,43.16
2010,9,24.15,47.77
2010,10,7.90,43.35
2010,11,2.75,35.64
2010,12,3.68,49.24
2011,1,1.49,39.82
2011,2,1.30,36.27
2011,3,3.36,28.42
2011,4,24.08,45.02
2011,5,36.86,41.73
2011,6,47.41,39.62
2011,7,47.20,43.77
2011,8,38.83,46.11
2011,9,22.62,51.14
2011,10,11.77,45.62
2011,11,3.58,38.40
2011,12,1.05,38.74
2012,1,1.26,45.74
2012,2,3.71,41.35
2012,3,3.04,38.36
2012,4,20.13,35.19
2012,5,32.90,36.76
2012,6,50.09,47.79
2012,7,45.30,50.72
2012,8,38.72,49.58
2012,9,22.37,47.15
2012,10,9.12,52.64
2012,11,3.89,52.07
2012,12,1.55,53.97
2013,1,1.84,47.39
2013,2,1.77,37.15
2013,3,2.45,31.72
2013,4,7.98,31.39
2013,5,35.75,38.97
2013,6,47.46,41.47
2013,7,44.05,44.54
2013,8,35.45,51.42
2013,9,25.49,48.57
2013,10,9.03,46.06
2013,11,4.93,47.93
2013,12,3.05,49.84
2014,1,2.83,45.66
