Elevation,SCA,CCA
0.0,0.01,0.01
100.0,0.03,0.03
200.0,0.04,0.04
300.0,0.03,0.03
400.0,0.04,0.04
500.0,0.06,0.06
600.0,0.10,0.10
700.0,0.13,0.13
800.0,0.21,0.21
900.0,0.35,0.35
1000.0,0.62,0.62
1100.0,1.08,1.08
1200.0,1.83,1.83
1300.0,2.85,2.85
1400.0,4.45,4.45
1500.0,6.53,6.53
1600.0,9.32,9.32
1700.0,12.63,12.63
1800.0,15.92,15.92
1900.0,20.31,20.31
2000.0,24.87,24.87
2100.0,29.53,29.53
2200.0,33.77,33.77
2300.0,37.70,37.70
2400.0,41.31,41.31
2500.0,44.40,44.40
2600.0,47.64,47.64
2700.0,50.71,50.71
2800.0,53.58,53.58
2900.0,56.33,56.33
3000.0,59.42,59.42
3100.0,62.23,62.23
3200.0,64.87,64.87
3300.0,67.82,67.82
3400.0,70.06,70.06
3500.0,72.67,72.67
3600.0,75.58,75.58
3700.0,78.85,78.85
3800.0,81.29,81.29
3900.0,83.55,83.55
4000.0,84.49,84.49
4100.0,83.76,83.76
4200.0,83.79,83.79
4300.0,84.58,84.58
4400.0,85.43,85.43
4500.0,85.12,85.12
4600.0,87.35,87.35
4700.0,89.54,89.54
4800.0,92.11,92.11
4900.0,94.91,94.91
5000.0,94.11,94.11
5100.0,92.91,92.91
