Elevation,Area
100,226.47
200,850.91
300,342.17
400,416.87
500,451.43
600,407.64
700,396.90
800,405.49
900,376.51
1000,405.92
1100,388.75
1200,421.80
1300,469.46
1400,369.00
1500,451.21
1600,421.16
1700,246.00
1800,143.39
1900,105.61
2000,74.06
2100,44.86
2200,33.49
2300,26.19
2400,16.10
2500,10.09
2600,7.73
2700,6.65
2800,6.01
2900,3.65
3000,3.43
3100,1.29
3200,1.07
3300,0.64
3400,0.21
