Elevation,Area
100,200.28
200,95.74
300,118.49
400,119.99
500,108.19
600,109.26
700,97.67
800,98.53
900,101.10
1000,93.16
1100,95.52
1200,94.45
1300,87.80
1400,72.55
1500,57.10
1600,47.65
1700,40.14
1800,38.85
1900,35.85
2000,32.20
2100,22.11
2200,19.53
2300,17.82
2400,22.32
2500,20.61
2600,20.39
2700,18.03
2800,12.88
2900,10.95
3000,11.38
3100,12.02
3200,12.88
3300,14.38
3400,10.52
3500,4.08
3600,2.79
3700,2.15
