Elevation,SCA,CCA
0.0,0.8828410061735482,0.8828410061735482
100.0,0.8507947930173181,0.8507947930173181
200.0,1.110979314431816,1.110979314431816
300.0,1.9099131774020404,1.9099131774020404
400.0,2.943145904285688,2.943145904285688
500.0,3.7792530245286517,3.7792530245286517
600.0,3.8834598364087016,3.8834598364087016
700.0,4.406212533746298,4.406212533746298
800.0,5.181340073122644,5.181340073122644
900.0,6.9197483673885865,6.9197483673885865
1000.0,9.699632387232011,9.699632387232011
1100.0,12.802535534152538,12.802535534152538
1200.0,17.605054479812605,17.605054479812605
1300.0,23.07636361940377,23.07636361940377
1400.0,29.373854988677692,29.373854988677692
1500.0,34.5885511278752,34.5885511278752
1600.0,41.27385707433993,41.27385707433993
1700.0,47.655381973856564,47.655381973856564
1800.0,54.81144991604485,54.81144991604485
1900.0,56.51917375683201,56.51917375683201
2000.0,57.69913691591935,57.69913691591935
2100.0,58.270409765104446,58.270409765104446
2200.0,65.05426195839168,65.05426195839168
2300.0,66.20417114524462,66.20417114524462
