Elevation,SCA,CCA
0.0,0.00,0.00
100.0,0.00,0.00
200.0,0.00,0.00
300.0,0.00,0.00
400.0,0.00,0.00
500.0,0.01,0.01
600.0,0.01,0.01
700.0,0.01,0.01
800.0,0.01,0.01
900.0,0.02,0.02
1000.0,0.03,0.03
1100.0,0.06,0.06
1200.0,0.13,0.13
1300.0,0.27,0.27
1400.0,0.46,0.46
1500.0,0.76,0.76
1600.0,1.22,1.22
1700.0,1.73,1.73
1800.0,2.40,2.40
1900.0,3.33,3.33
2000.0,4.32,4.32
2100.0,5.66,5.66
2200.0,7.18,7.18
2300.0,9.18,9.18
2400.0,11.63,11.63
2500.0,14.09,14.09
2600.0,16.81,16.81
2700.0,19.22,19.22
2800.0,21.65,21.65
2900.0,24.24,24.24
3000.0,26.54,26.54
3100.0,28.99,28.99
3200.0,31.69,31.69
3300.0,34.85,34.85
3400.0,37.29,37.29
3500.0,38.76,38.76
3600.0,40.21,40.21
3700.0,41.29,41.29
3800.0,41.96,41.96
3900.0,42.43,42.43
4000.0,43.20,43.20
4100.0,44.08,44.08
4200.0,44.78,44.78
4300.0,44.36,44.36
4400.0,44.33,44.33
4500.0,44.76,44.76
4600.0,46.42,46.42
4700.0,47.22,47.22
4800.0,44.82,44.82
4900.0,41.53,41.53
5000.0,38.56,38.56
