Elevation,Area
100,1072.65
200,441.34
300,429.53
400,416.01
500,455.72
600,496.93
700,490.07
800,519.69
900,642.91
1000,599.97
1100,555.75
1200,495.65
1300,419.01
1400,306.10
1500,179.88
1600,96.60
1700,34.35
1800,10.73
1900,3.86
2000,0.86
