Elevation,Area
100,1031.44
200,2165.04
300,1162.59
400,1161.08
500,1208.96
600,1186.20
700,1185.56
800,1242.66
900,1290.31
1000,1325.52
1100,1264.13
1200,1227.20
1300,1160.44
1400,1091.11
1500,956.95
1600,752.16
1700,533.21
1800,357.19
1900,216.16
2000,115.49
2100,56.03
2200,32.84
2300,20.61
2400,15.03
2500,13.09
2600,11.59
2700,8.16
2800,6.23
2900,5.37
3000,4.08
3100,4.08
3200,1.72
3300,0.86
3400,0.21
3500,0.21
