Elevation,Area
100,1230.43
200,301.17
300,239.56
400,250.72
500,250.72
600,280.77
700,294.51
800,280.34
900,258.23
1000,258.66
1100,220.88
1200,183.75
1300,151.12
1400,110.12
1500,81.79
1600,47.87
1700,28.55
1800,18.03
1900,7.73
2000,2.36
2100,0.86
2200,0.64
