Elevation,SCA,CCA
0.0,7.59,7.59
100.0,13.07,13.07
200.0,17.91,17.91
300.0,23.33,23.33
400.0,28.55,28.55
500.0,34.54,34.54
600.0,40.59,40.59
700.0,45.92,45.92
800.0,49.93,49.93
900.0,55.91,55.91
1000.0,58.44,58.44
1100.0,61.13,61.13
1200.0,66.21,66.21
1300.0,71.01,71.01
1400.0,72.32,72.32
1500.0,71.13,71.13
1600.0,71.85,71.85
1700.0,69.65,69.65
1800.0,65.36,65.36
1900.0,60.90,60.90
2000.0,55.75,55.75
2100.0,56.37,56.37
2200.0,65.10,65.10
2300.0,80.67,80.67
2400.0,87.84,87.84
2500.0,86.41,86.41
2600.0,95.70,95.70
2700.0,97.89,97.89
