Elevation,SCA,CCA
0.0,10.75,10.75
100.0,9.24,9.24
200.0,5.81,5.81
300.0,10.47,10.47
400.0,13.80,13.80
500.0,16.28,16.28
600.0,19.89,19.89
700.0,24.14,24.14
800.0,28.28,28.28
900.0,32.70,32.70
1000.0,36.98,36.98
1100.0,41.87,41.87
1200.0,46.81,46.81
1300.0,51.72,51.72
1400.0,57.88,57.88
1500.0,63.21,63.21
1600.0,65.17,65.17
1700.0,67.49,67.49
1800.0,69.28,69.28
1900.0,71.11,71.11
2000.0,74.15,74.15
2100.0,79.12,79.12
2200.0,82.38,82.38
2300.0,82.75,82.75
2400.0,77.91,77.91
2500.0,76.95,76.95
2600.0,72.42,72.42
2700.0,69.39,69.39
2800.0,67.93,67.93
2900.0,70.71,70.71
3000.0,74.73,74.73
3100.0,73.68,73.68
3200.0,69.98,69.98
3300.0,69.35,69.35
3400.0,71.11,71.11
3500.0,62.49,62.49
3600.0,60.22,60.22
