Elevation,SCA,CCA
0.0,0.08,0.08
100.0,0.07,0.07
200.0,0.09,0.09
300.0,0.13,0.13
400.0,0.26,0.26
500.0,0.23,0.23
600.0,0.37,0.37
700.0,0.63,0.63
800.0,0.92,0.92
900.0,1.58,1.58
1000.0,2.74,2.74
1100.0,4.78,4.78
1200.0,7.66,7.66
1300.0,11.16,11.16
1400.0,14.92,14.92
1500.0,19.29,19.29
1600.0,24.26,24.26
1700.0,29.00,29.00
1800.0,33.81,33.81
1900.0,37.98,37.98
2000.0,41.83,41.83
2100.0,43.47,43.47
2200.0,48.17,48.17
2300.0,50.78,50.78
2400.0,53.66,53.66
2500.0,56.11,56.11
2600.0,57.87,57.87
2700.0,59.22,59.22
2800.0,60.43,60.43
2900.0,61.54,61.54
3000.0,63.08,63.08
3100.0,64.21,64.21
3200.0,65.09,65.09
3300.0,66.63,66.63
3400.0,67.31,67.31
3500.0,71.01,71.01
3600.0,68.26,68.26
3700.0,69.64,69.64
3800.0,73.98,73.98
3900.0,74.72,74.72
