Elevation,Area
100,4320.65
200,2270.65
300,1507.12
400,1065.14
500,834.38
600,607.70
700,379.30
800,268.11
900,247.29
1000,225.82
1100,191.69
1200,146.61
1300,135.02
1400,112.91
1500,93.81
1600,63.32
1700,37.14
1800,23.61
1900,15.67
2000,9.66
2100,6.44
2200,4.51
2300,3.65
2400,2.58
2500,1.72
2600,1.29
2700,1.07
2800,0.21
2900,0.43
