Elevation,Area
100,12930.40
200,1978.08
300,1593.19
400,1293.10
500,1014.04
600,708.80
700,445.63
800,206.29
900,91.02
1000,43.15
1100,34.77
1200,24.47
1300,19.32
1400,15.03
1500,4.08
