Elevation,Area
100,6639.39
200,737.78
300,760.54
400,859.29
500,952.43
600,961.03
700,1060.41
800,1093.04
900,1033.58
1000,815.92
1100,662.01
1200,511.32
1300,390.25
1400,282.92
1500,168.08
1600,97.45
1700,50.23
1800,17.82
1900,5.80
2000,2.15
2100,1.07
2200,1.72
