Elevation,SCA,CCA
0.0,4.0173774480661964E-4,4.0173774480661964E-4
100.0,2.68950763731795E-4,2.68950763731795E-4
200.0,8.704156538838824E-4,8.704156538838824E-4
300.0,0.00135331253183379,0.00135331253183379
400.0,0.001734435189033636,0.001734435189033636
500.0,0.002104914534263753,0.002104914534263753
600.0,0.003043032332434635,0.003043032332434635
700.0,0.0025266149879383574,0.0025266149879383574
800.0,0.0024373109325313965,0.0024373109325313965
900.0,0.0030231455996931997,0.0030231455996931997
1000.0,0.01861633251392059,0.01861633251392059
1100.0,0.037206423031284276,0.037206423031284276
1200.0,0.035214344146171084,0.035214344146171084
1300.0,0.05983847688357855,0.05983847688357855
1400.0,0.10091712106049451,0.10091712106049451
1500.0,0.15004749678976273,0.15004749678976273
1600.0,0.20080896830885403,0.20080896830885403
1700.0,0.2975188593519918,0.2975188593519918
1800.0,0.3846607356783028,0.3846607356783028
1900.0,0.4754892239590118,0.4754892239590118
2000.0,0.6367916022587404,0.6367916022587404
2100.0,0.8381532862720369,0.8381532862720369
2200.0,1.0832403244752866,1.0832403244752866
2300.0,1.3651313378606822,1.3651313378606822
2400.0,1.6847574448884466,1.6847574448884466
2500.0,2.130152974649414,2.130152974649414
2600.0,2.71090218651149,2.71090218651149
2700.0,3.4934616114684425,3.4934616114684425
2800.0,4.388876572566167,4.388876572566167
2900.0,5.434156298813301,5.434156298813301
3000.0,6.472208510196864,6.472208510196864
3100.0,8.016578273248506,8.016578273248506
3200.0,9.32778232527871,9.32778232527871
3300.0,11.14035315549541,11.14035315549541
3400.0,13.307156589545945,13.307156589545945
3500.0,15.573462523711616,15.573462523711616
3600.0,17.787672469980958,17.787672469980958
3700.0,20.655044283886546,20.655044283886546
3800.0,23.52504513788625,23.52504513788625
3900.0,25.46148071716737,25.46148071716737
4000.0,26.370345396524005,26.370345396524005
4100.0,26.5534263487784,26.5534263487784
4200.0,27.059350159791997,27.059350159791997
4300.0,28.138862760196247,28.138862760196247
4400.0,28.95732533133233,28.95732533133233
4500.0,29.650841480287113,29.650841480287113
4600.0,29.620418347645902,29.620418347645902
4700.0,29.137679645002564,29.137679645002564
4800.0,29.63687695521007,29.63687695521007
4900.0,29.473269879969827,29.473269879969827
5000.0,29.787061948888326,29.787061948888326
5100.0,31.075967145750774,31.075967145750774
5200.0,33.24174792037014,33.24174792037014
5300.0,34.935893115666765,34.935893115666765
5400.0,34.20845083336839,34.20845083336839
5500.0,32.802841417368555,32.802841417368555
5600.0,34.14214689563611,34.14214689563611
5700.0,36.01940383936925,36.01940383936925
5800.0,40.0176184358464,40.0176184358464
5900.0,41.73342327761585,41.73342327761585
6000.0,39.02017102893676,39.02017102893676
6100.0,45.29547513593119,45.29547513593119
