Elevation,SCA,CCA
0.0,0.37,0.37
100.0,0.40,0.40
200.0,0.38,0.38
300.0,0.42,0.42
400.0,0.52,0.52
500.0,0.61,0.61
600.0,0.82,0.82
700.0,1.23,1.23
800.0,1.97,1.97
900.0,3.12,3.12
1000.0,4.17,4.17
1100.0,6.80,6.80
1200.0,9.69,9.69
1300.0,14.66,14.66
1400.0,21.80,21.80
1500.0,30.04,30.04
1600.0,38.18,38.18
1700.0,46.88,46.88
1800.0,56.04,56.04
1900.0,66.31,66.31
2000.0,74.07,74.07
2100.0,77.54,77.54
2200.0,81.17,81.17
2300.0,83.91,83.91
2400.0,85.42,85.42
2500.0,84.92,84.92
2600.0,83.74,83.74
2700.0,83.47,83.47
2800.0,84.39,84.39
2900.0,85.56,85.56
3000.0,84.74,84.74
