Elevation,SCA,CCA
0.0,7.176093529758426,7.176093529758426
100.0,9.056022666520505,9.056022666520505
200.0,8.949352506893652,8.949352506893652
300.0,9.587665690530336,9.587665690530336
400.0,10.330593110085955,10.330593110085955
500.0,10.44545352320445,10.44545352320445
600.0,12.183748065046252,12.183748065046252
700.0,13.522420062108033,13.522420062108033
800.0,15.560430072745978,15.560430072745978
900.0,19.567531924570137,19.567531924570137
1000.0,23.659364269957678,23.659364269957678
1100.0,28.294478291928172,28.294478291928172
1200.0,33.26790763090212,33.26790763090212
1300.0,37.64585049115123,37.64585049115123
1400.0,40.947207275774865,40.947207275774865
1500.0,43.37111698301501,43.37111698301501
1600.0,46.03239570971683,46.03239570971683
1700.0,48.0053096408456,48.0053096408456
1800.0,49.46307646981253,49.46307646981253
1900.0,54.48833218019051,54.48833218019051
2000.0,57.76551552905789,57.76551552905789
2100.0,62.77819794800143,62.77819794800143
2200.0,64.72582781456953,64.72582781456953
