Elevation,Area
100,1163.23
200,842.54
300,426.31
400,264.24
500,205.43
600,123.00
700,98.74
800,115.27
900,137.38
1000,132.01
1100,132.23
1200,130.51
1300,131.59
1400,141.24
1500,118.71
1600,119.78
1700,119.56
1800,122.57
1900,116.99
2000,131.37
2100,136.09
2200,137.81
2300,161.85
2400,150.05
2500,192.76
2600,195.34
2700,148.76
2800,116.77
2900,90.37
3000,48.73
3100,23.61
3200,12.66
3300,10.30
3400,6.01
3500,4.08
3600,1.50
3700,1.93
3800,0.00
3900,0.43
