Elevation,Area
100,28090.89
200,4706.39
300,2873.22
400,1655.87
500,1216.26
600,887.19
700,663.73
800,488.56
900,353.33
1000,239.77
1100,160.56
1200,117.20
1300,107.33
1400,99.39
1500,71.27
1600,51.73
1700,41.00
1800,33.92
1900,19.10
2000,10.73
2100,4.51
2200,1.72
2300,1.07
2400,0.21
