Elevation,Area
100,1163.45
200,432.11
300,375.87
400,321.99
500,338.73
600,376.94
700,398.62
800,423.52
900,453.14
1000,441.12
1100,367.06
1200,276.48
1300,224.53
1400,181.60
1500,136.95
1600,106.69
1700,79.42
1800,51.73
1900,25.76
2000,15.46
2100,5.15
2200,3.43
2300,1.50
2400,0.86
2500,0.43
