Elevation,Area
100,6577.78
200,2500.99
300,1249.32
400,1017.27
500,652.13
600,577.86
700,607.91
800,636.89
900,823.43
1000,830.30
1100,989.79
1200,976.70
1300,1085.53
1400,1053.76
1500,973.48
1600,853.48
1700,743.36
1800,586.66
1900,431.68
2000,264.67
2100,164.21
2200,92.73
2300,58.39
2400,35.63
2500,21.25
2600,12.88
2700,3.65
2800,7.73
2900,2.36
3000,2.15
3100,0.64
3200,0.21
3300,0.21
