Elevation,Area
100,7684.35
200,1405.37
300,1245.66
400,1145.63
500,936.13
600,786.72
700,700.86
800,614.78
900,586.45
1000,507.88
1100,421.38
1200,328.21
1300,288.50
1400,228.83
1500,169.37
1600,137.17
1700,118.71
1800,99.60
1900,87.37
2000,51.52
2100,28.33
2200,14.17
2300,6.01
2400,1.50
2500,0.21
2600,0.21
