Elevation,Area
100,510.03
200,153.91
300,203.50
400,268.54
500,259.95
600,265.75
700,299.23
800,324.56
900,281.63
1000,286.35
1100,279.49
1200,257.59
1300,229.04
1400,177.95
1500,120.85
1600,77.06
1700,41.21
1800,19.75
1900,5.58
2000,2.36
2100,1.07
2200,0.21
