Elevation,Area
100,1651.59
200,228.18
300,246.64
400,264.24
500,293.65
600,302.03
700,271.97
800,247.50
900,251.37
1000,184.61
1100,169.80
1200,127.94
1300,102.61
1400,67.19
1500,39.28
1600,23.40
1700,12.45
1800,5.37
1900,1.07
2000,1.07
2100,0.21
