Elevation,SCA,CCA
0.0,7.96,7.96
100.0,16.09,16.09
200.0,24.75,24.75
300.0,28.16,28.16
400.0,33.63,33.63
500.0,40.80,40.80
600.0,44.84,44.84
700.0,51.12,51.12
800.0,59.87,59.87
900.0,70.30,70.30
1000.0,82.01,82.01
1100.0,92.09,92.09
1200.0,95.53,95.53
1300.0,96.38,96.38
1400.0,96.61,96.61
1500.0,96.69,96.69
1600.0,96.70,96.70
1700.0,96.66,96.66
1800.0,96.45,96.45
1900.0,96.37,96.37
2000.0,96.71,96.71
2100.0,97.53,97.53
2200.0,98.00,98.00
2300.0,98.17,98.17
2400.0,98.27,98.27
2500.0,98.41,98.41
2600.0,98.48,98.48
2700.0,98.61,98.61
2800.0,98.66,98.66
2900.0,98.77,98.77
3000.0,98.79,98.79
3100.0,98.94,98.94
3200.0,98.97,98.97
3300.0,99.03,99.03
