Elevation,Area
100,255.66
200,171.08
300,142.75
400,154.34
500,165.72
600,187.18
700,192.98
800,191.91
900,224.53
1000,230.54
1100,239.56
1200,222.39
1300,209.08
1400,159.28
1500,120.42
1600,82.64
1700,58.82
1800,30.70
1900,15.88
2000,5.37
2100,1.72
2200,0.64
2300,0.21
