Elevation,Area
400,3.65
500,29.41
600,28.12
700,21.04
800,22.75
900,24.04
1000,22.11
1100,25.76
1200,26.83
1300,24.69
1400,18.46
1500,9.87
1600,7.08
1700,3.65
1800,3.22
1900,0.86
2000,0.64
