Elevation,Area
100,10444.86
200,1105.71
300,933.77
400,805.83
500,644.41
600,542.44
700,467.96
800,342.81
900,228.83
1000,160.35
1100,123.64
1200,112.48
1300,108.62
1400,211.22
1500,119.57
1600,7.73
1700,2.58
1800,0.43
