Elevation,Area
100,966.39
200,865.29
300,1167.53
400,895.99
500,435.54
600,319.20
700,253.30
800,277.77
900,315.76
1000,347.75
1100,375.01
1200,374.58
1300,376.94
1400,364.49
1500,301.17
1600,231.19
1700,175.16
1800,113.34
1900,52.16
2000,30.05
2100,25.97
2200,18.46
2300,5.37
2400,3.65
2500,4.08
2600,1.72
2700,1.29
2800,1.29
2900,1.72
3000,0.64
3100,0.43
3200,0.43
3300,0.00
3400,0.21
3500,0.21
