Elevation,Area
100,1744.33
200,393.68
300,326.92
400,355.05
500,391.75
600,401.41
700,449.28
800,448.64
900,399.69
1000,335.30
1100,254.80
1200,199.20
1300,164.00
1400,124.29
1500,97.88
1600,63.11
1700,40.79
1800,20.61
1900,11.16
2000,4.72
2100,2.36
2200,0.86
2300,1.07
