Elevation,Area
100,19059.33
200,2369.40
300,2166.12
400,2039.47
500,1831.25
600,1522.36
700,1193.72
800,996.01
900,797.24
1000,658.78
1100,549.31
1200,531.49
1300,342.38
1400,241.92
1500,151.33
1600,101.10
1700,68.48
1800,54.31
1900,38.85
2000,30.27
2100,24.90
2200,22.97
2300,16.10
2400,14.38
2500,9.87
2600,7.94
2700,4.94
2800,2.79
2900,4.08
3000,3.65
3100,2.79
3200,1.93
3300,0.86
3400,3.01
3500,0.64
3600,1.29
3700,0.64
3800,0.21
