Elevation,Area
100,615.43
200,524.41
300,568.63
400,707.30
500,953.73
600,924.33
700,1246.09
800,1162.38
900,964.25
1000,865.72
1100,802.82
1200,732.85
1300,549.74
1400,336.58
1500,192.98
1600,97.03
1700,49.37
1800,16.96
1900,2.79
2000,0.43
