Elevation,SCA,CCA
0.0,0.02,0.02
100.0,0.02,0.02
200.0,0.02,0.02
300.0,0.03,0.03
400.0,0.02,0.02
500.0,0.03,0.03
600.0,0.03,0.03
700.0,0.04,0.04
800.0,0.07,0.07
900.0,0.12,0.12
1000.0,0.22,0.22
1100.0,0.42,0.42
1200.0,0.76,0.76
1300.0,1.28,1.28
1400.0,2.04,2.04
1500.0,2.98,2.98
1600.0,4.28,4.28
1700.0,5.70,5.70
1800.0,7.68,7.68
1900.0,9.82,9.82
2000.0,13.20,13.20
2100.0,16.38,16.38
2200.0,19.87,19.87
2300.0,23.13,23.13
2400.0,26.73,26.73
2500.0,30.46,30.46
2600.0,33.64,33.64
2700.0,36.63,36.63
2800.0,39.43,39.43
2900.0,42.41,42.41
3000.0,45.03,45.03
3100.0,47.14,47.14
3200.0,49.43,49.43
3300.0,51.49,51.49
3400.0,53.17,53.17
3500.0,54.87,54.87
3600.0,56.78,56.78
3700.0,58.55,58.55
3800.0,60.66,60.66
3900.0,62.41,62.41
4000.0,64.92,64.92
4100.0,67.25,67.25
4200.0,69.82,69.82
4300.0,73.03,73.03
4400.0,76.54,76.54
4500.0,79.32,79.32
4600.0,81.44,81.44
4700.0,82.68,82.68
4800.0,84.18,84.18
4900.0,86.99,86.99
5000.0,89.09,89.09
5100.0,90.06,90.06
5200.0,92.06,92.06
5300.0,92.77,92.77
5400.0,94.25,94.25
5500.0,94.86,94.86
5600.0,94.69,94.69
5700.0,90.23,90.23
5800.0,91.98,91.98
5900.0,92.43,92.43
6000.0,89.58,89.58
6100.0,89.94,89.94
6200.0,86.22,86.22
6300.0,87.92,87.92
6400.0,92.47,92.47
6500.0,95.09,95.09
