Elevation,SCA,CCA
0.0,0.0015865606829694693,0.0015865606829694693
100.0,5.636790993405477E-4,5.636790993405477E-4
200.0,1.644194918748571E-4,1.644194918748571E-4
300.0,8.09338006234182E-5,8.09338006234182E-5
400.0,7.368247891235181E-4,7.368247891235181E-4
500.0,0.0010988301958702006,0.0010988301958702006
600.0,6.663326651675935E-4,6.663326651675935E-4
700.0,3.631045020513052E-4,3.631045020513052E-4
800.0,6.399651977473407E-4,6.399651977473407E-4
900.0,0.002562243388300284,0.002562243388300284
1000.0,0.004339229192559601,0.004339229192559601
1100.0,0.006909514430398486,0.006909514430398486
1200.0,0.011417893548847051,0.011417893548847051
1300.0,0.022049646307113716,0.022049646307113716
1400.0,0.03758593235472932,0.03758593235472932
1500.0,0.051798243854157114,0.051798243854157114
1600.0,0.068515317836524,0.068515317836524
1700.0,0.08520714971288162,0.08520714971288162
1800.0,0.10405359536502848,0.10405359536502848
1900.0,0.13813207456978352,0.13813207456978352
2000.0,0.19187603671361578,0.19187603671361578
2100.0,0.2594761568363343,0.2594761568363343
2200.0,0.32773112487590067,0.32773112487590067
2300.0,0.4372969340706974,0.4372969340706974
2400.0,0.6001722976309263,0.6001722976309263
2500.0,0.8183352164049088,0.8183352164049088
2600.0,1.1023782727678617,1.1023782727678617
2700.0,1.4276922614421395,1.4276922614421395
2800.0,1.8980939879897374,1.8980939879897374
2900.0,2.5240650722532463,2.5240650722532463
3000.0,3.2558319039866452,3.2558319039866452
3100.0,4.159662738811609,4.159662738811609
3200.0,5.274657252523187,5.274657252523187
3300.0,6.406600354326008,6.406600354326008
3400.0,7.519113795628342,7.519113795628342
3500.0,9.068996907340585,9.068996907340585
3600.0,10.929610897923457,10.929610897923457
3700.0,13.13543747234554,13.13543747234554
3800.0,15.487501622819634,15.487501622819634
3900.0,18.072280920902283,18.072280920902283
4000.0,20.610265560218757,20.610265560218757
4100.0,22.47573377828897,22.47573377828897
4200.0,23.808465582336094,23.808465582336094
4300.0,25.307984102142093,25.307984102142093
4400.0,26.315266298858017,26.315266298858017
4500.0,25.97759916649942,25.97759916649942
4600.0,25.49145830994406,25.49145830994406
4700.0,25.23191600735652,25.23191600735652
4800.0,24.66001970477029,24.66001970477029
4900.0,25.306372567364477,25.306372567364477
5000.0,26.600624395806413,26.600624395806413
5100.0,30.728399256149064,30.728399256149064
5200.0,33.07111379479461,33.07111379479461
5300.0,33.061012735146015,33.061012735146015
5400.0,32.1982773955807,32.1982773955807
5500.0,32.606937539071616,32.606937539071616
5600.0,35.10554880444908,35.10554880444908
5700.0,40.47353165490886,40.47353165490886
5800.0,43.783089917747034,43.783089917747034
5900.0,55.70006868581723,55.70006868581723
6000.0,45.25332962500394,45.25332962500394
6100.0,41.10989335087787,41.10989335087787
