Elevation,SCA,CCA
0.0,0.00,0.00
100.0,0.00,0.00
200.0,0.00,0.00
300.0,0.00,0.00
400.0,0.00,0.00
500.0,0.00,0.00
600.0,0.00,0.00
700.0,0.00,0.00
800.0,0.00,0.00
900.0,0.01,0.01
1000.0,0.01,0.01
1100.0,0.03,0.03
1200.0,0.05,0.05
1300.0,0.11,0.11
1400.0,0.16,0.16
1500.0,0.25,0.25
1600.0,0.38,0.38
1700.0,0.60,0.60
1800.0,1.01,1.01
1900.0,1.55,1.55
2000.0,2.15,2.15
2100.0,2.94,2.94
2200.0,3.91,3.91
2300.0,4.97,4.97
2400.0,6.29,6.29
2500.0,7.97,7.97
2600.0,10.09,10.09
2700.0,12.24,12.24
2800.0,14.68,14.68
2900.0,17.31,17.31
3000.0,19.77,19.77
3100.0,22.82,22.82
3200.0,25.53,25.53
3300.0,28.22,28.22
3400.0,30.97,30.97
3500.0,32.32,32.32
3600.0,32.35,32.35
3700.0,32.17,32.17
3800.0,32.15,32.15
3900.0,31.82,31.82
4000.0,31.54,31.54
4100.0,30.72,30.72
4200.0,29.22,29.22
4300.0,28.38,28.38
4400.0,25.48,25.48
4500.0,22.70,22.70
4600.0,22.88,22.88
4700.0,24.16,24.16
4800.0,25.20,25.20
4900.0,26.38,26.38
5000.0,27.03,27.03
5100.0,26.37,26.37
5200.0,25.80,25.80
5300.0,23.77,23.77
5400.0,18.48,18.48
5500.0,10.86,10.86
