Elevation,Area
100,306.10
200,150.48
300,138.45
400,187.18
500,244.50
600,261.45
700,258.66
800,289.15
900,320.27
1000,274.76
1100,301.17
1200,290.43
1300,265.75
1400,237.63
1500,208.22
1600,144.89
1700,100.68
1800,53.24
1900,23.40
2000,9.45
2100,3.86
2200,0.86
2300,0.43
