Elevation,Area
100,4681.28
200,1447.66
300,569.92
400,476.11
500,338.52
600,294.51
700,243.42
800,237.63
900,218.31
1000,223.67
1100,218.10
1200,253.94
1300,256.73
1400,265.53
1500,252.22
1600,227.32
1700,201.56
1800,162.07
1900,131.16
2000,96.60
2100,80.28
2200,51.95
2300,37.14
2400,24.69
2500,15.46
2600,10.09
2700,3.86
2800,3.22
2900,1.50
3000,1.93
3100,0.43
