Elevation,SCA,CCA
0.0,1.20,1.20
100.0,1.49,1.49
200.0,2.94,2.94
300.0,3.93,3.93
400.0,4.74,4.74
500.0,5.52,5.52
600.0,5.96,5.96
700.0,6.55,6.55
800.0,8.63,8.63
900.0,12.51,12.51
1000.0,15.87,15.87
1100.0,20.17,20.17
1200.0,24.75,24.75
1300.0,30.57,30.57
1400.0,36.96,36.96
1500.0,43.29,43.29
1600.0,49.08,49.08
1700.0,58.07,58.07
1800.0,72.46,72.46
1900.0,85.10,85.10
2000.0,87.45,87.45
2100.0,88.70,88.70
2200.0,87.50,87.50
2300.0,86.74,86.74
2400.0,87.35,87.35
2500.0,87.01,87.01
2600.0,88.39,88.39
2700.0,87.39,87.39
2800.0,87.23,87.23
2900.0,88.48,88.48
3000.0,89.53,89.53
3100.0,92.73,92.73
3200.0,92.71,92.71
3300.0,93.71,93.71
