Elevation,SCA,CCA
0.0,0.01,0.01
100.0,0.00,0.00
200.0,0.01,0.01
300.0,0.01,0.01
400.0,0.01,0.01
500.0,0.01,0.01
600.0,0.02,0.02
700.0,0.02,0.02
800.0,0.03,0.03
900.0,0.04,0.04
1000.0,0.07,0.07
1100.0,0.11,0.11
1200.0,0.18,0.18
1300.0,0.30,0.30
1400.0,0.50,0.50
1500.0,0.77,0.77
1600.0,1.20,1.20
1700.0,1.89,1.89
1800.0,2.83,2.83
1900.0,3.98,3.98
2000.0,5.29,5.29
2100.0,6.67,6.67
2200.0,8.31,8.31
2300.0,10.05,10.05
2400.0,12.16,12.16
2500.0,14.50,14.50
2600.0,17.04,17.04
2700.0,19.21,19.21
2800.0,22.32,22.32
2900.0,25.74,25.74
3000.0,28.81,28.81
3100.0,31.55,31.55
3200.0,34.61,34.61
3300.0,36.85,36.85
3400.0,39.13,39.13
3500.0,40.17,40.17
3600.0,41.89,41.89
3700.0,42.31,42.31
3800.0,43.99,43.99
3900.0,42.91,42.91
