Elevation,Area
100,1996.11
200,1166.02
300,866.36
400,483.41
500,308.89
600,278.84
700,285.07
800,329.50
900,372.00
1000,379.09
1100,383.81
1200,377.59
1300,329.50
1400,273.91
1500,204.57
1600,153.05
1700,88.44
1800,39.93
1900,23.40
2000,27.26
2100,13.09
2200,4.94
2300,3.22
2400,2.58
2500,2.15
2600,0.64
2700,1.72
2800,1.07
2900,0.64
3000,0.21
3100,0.21
3200,0.43
3300,0.00
3400,0.21
