Elevation,Area
100,4126.38
200,1860.66
300,825.79
400,551.89
500,412.57
600,400.55
700,311.25
800,275.62
900,282.49
1000,277.12
1100,250.51
1200,179.02
1300,130.73
1400,95.74
1500,64.83
1600,37.99
1700,24.26
1800,15.88
1900,13.09
2000,7.51
2100,5.37
2200,3.01
2300,1.07
2400,0.64
2500,0.21
2600,0.21
