Elevation,Area
100,158.20
200,67.40
300,81.57
400,85.65
500,94.66
600,102.18
700,108.62
800,106.04
900,98.10
1000,91.23
1100,78.99
1200,78.57
1300,76.85
1400,74.06
1500,71.27
1600,69.76
1700,58.17
1800,53.24
1900,44.00
2000,41.64
2100,37.99
2200,33.27
2300,33.27
2400,32.84
2500,27.91
2600,29.84
2700,32.20
2800,25.11
2900,24.47
3000,25.54
3100,13.95
3200,11.38
3300,11.38
3400,6.01
3500,0.64
