Elevation,SCA,CCA
0.0,1.07,1.07
100.0,1.16,1.16
200.0,1.15,1.15
300.0,1.40,1.40
400.0,1.72,1.72
500.0,2.07,2.07
600.0,2.85,2.85
700.0,3.21,3.21
800.0,3.66,3.66
900.0,4.37,4.37
1000.0,5.56,5.56
1100.0,7.38,7.38
1200.0,11.11,11.11
1300.0,18.48,18.48
1400.0,27.12,27.12
1500.0,35.71,35.71
1600.0,43.73,43.73
1700.0,49.09,49.09
1800.0,56.80,56.80
1900.0,63.25,63.25
2000.0,65.96,65.96
2100.0,68.11,68.11
2200.0,68.13,68.13
2300.0,66.98,66.98
2400.0,66.51,66.51
2500.0,68.91,68.91
2600.0,68.15,68.15
2700.0,69.41,69.41
2800.0,68.79,68.79
