Elevation,Area
100,910.36
200,201.78
300,173.87
400,167.00
500,222.17
600,195.34
700,171.73
800,151.98
900,131.37
1000,109.05
1100,92.09
1200,70.41
1300,47.87
1400,23.61
1500,19.32
1600,6.65
1700,2.36
1800,1.29
1900,0.86
