Elevation,SCA,CCA
0.0,5.57,5.57
100.0,9.24,9.24
200.0,12.55,12.55
300.0,14.82,14.82
400.0,18.35,18.35
500.0,22.08,22.08
600.0,27.88,27.88
700.0,33.73,33.73
800.0,42.44,42.44
900.0,47.38,47.38
1000.0,53.49,53.49
1100.0,60.44,60.44
1200.0,65.29,65.29
1300.0,67.23,67.23
1400.0,73.83,73.83
1500.0,81.67,81.67
1600.0,83.33,83.33
1700.0,84.32,84.32
1800.0,84.29,84.29
1900.0,83.42,83.42
2000.0,78.14,78.14
2100.0,74.25,74.25
2200.0,72.11,72.11
2300.0,71.16,71.16
2400.0,71.60,71.60
2500.0,73.25,73.25
2600.0,70.57,70.57
2700.0,71.80,71.80
2800.0,74.67,74.67
2900.0,70.42,70.42
3000.0,68.72,68.72
3100.0,71.80,71.80
3200.0,70.68,70.68
3300.0,78.21,78.21
3400.0,77.46,77.46
3500.0,73.37,73.37
3600.0,75.81,75.81
3700.0,75.04,75.04
3800.0,82.65,82.65
3900.0,81.89,81.89
