Elevation,SCA,CCA
0.0,18.26,18.26
100.0,23.68,23.68
200.0,15.37,15.37
300.0,22.56,22.56
400.0,22.61,22.61
500.0,25.63,25.63
600.0,32.02,32.02
700.0,36.79,36.79
800.0,42.20,42.20
900.0,46.28,46.28
1000.0,49.40,49.40
1100.0,58.31,58.31
1200.0,68.11,68.11
1300.0,76.33,76.33
1400.0,75.68,75.68
1500.0,64.07,64.07
1600.0,67.28,67.28
1700.0,69.35,69.35
1800.0,68.59,68.59
1900.0,68.81,68.81
2000.0,69.60,69.60
2100.0,72.29,72.29
2200.0,76.00,76.00
2300.0,77.86,77.86
2400.0,78.79,78.79
2500.0,80.77,80.77
2600.0,83.87,83.87
2700.0,83.99,83.99
2800.0,85.83,85.83
2900.0,84.21,84.21
3000.0,93.28,93.28
3100.0,97.28,97.28
3200.0,98.73,98.73
3300.0,99.02,99.02
3400.0,99.05,99.05
3500.0,98.64,98.64
